1990,1
1991,0
1992,0
1993,7
1994,5
1995,2
1996,2
1997,1
1998,1
1999,1
2000,2
2001,3
2002,0
2003,2
2004,2
2005,3
2006,2
2007,3
2008,0
2009,7
2010,5
2011,4
2012,3
2013,4
2014,5
2015,9
2016,5
2017,6
2018,11
2019,8
2020,8
